reviews,recommendation,location
Excellent.felt friendly.we are meeting him first time I'm sparsh hospital. Everything excellent thanks,I recommend the doctor,Bangalore
Overall experience is good and easybtobtake appointments in sparsh hospital. Thanks to sparsh team excellent service,I recommend the doctor,Bangalore
Doctor's is very good experience and problems in diabetic.every month we coming for check in sparsh hospitals,I recommend the doctor,Bangalore
** ** **** **** ****** *** well experience in diabetes .nam consulting in sparsh infantry road branch ,I recommend the doctor,Bangalore
************ ** **** ** ** ****** ******** .we met in chennai arh hospital.now we are meeting him in sparsh hospital last 5years.for treatment we are traveling chennai to Bangalore ,I recommend the doctor,Bangalore
Excellent Doctor Patient relation. Feel relaxed in the Hospital atmosphere. Dr Shamit advises comprehensive treatment by follow up actions.He is easily available when in need.A young and dynamic doctor.,I recommend the doctor,Bangalore
Very good experience appreciable will suggest friends and relatives to meet dr Samith shetty thank you,I recommend the doctor,Bangalore
Doctor is very good explain the problems and staffs are good.am consulting him last one month thanks ,I recommend the doctor,Bangalore
Treatment and advise given by doctor was very much satisfied Medicine recommended are cheaper and available in the places,I recommend the doctor,Bangalore
"She is very very very deciplined, professional and friendly doctor I have ever seen. Though I went her Ist time but she treated like she is knows me very long. Her way of talking is excellent. I think patient feel more comfortable when doctor give you that level zone.",I recommend the doctor,Bangalore
She is be friendly and she knows how to explain the situation in a very respectful manner. Highly recommend her to anyone.,I recommend the doctor,Bangalore
She was very calm and composed and answered all my doubts very patiently. Also the wait time was minimal and the staff were friendly and nice.,I recommend the doctor,Bangalore
Takes time to listen to the patient...understands the problem fully... no unnecessary tests were recommended add no unnecessary medicines were prescribed..... strongly recommended,I recommend the doctor,Bangalore
******** ** **** **** ****** she will explain in any language and she is friendly with me and she is very good doctor she will explain very well about health issues ,I recommend the doctor,Bangalore
"*** ** *** ** ******* **** ***** *** saved my life by making me completely recover from a fatal brain haemorrhage 2 yrs back.  *********** ********* *** ********* ** *** ***** ** ********** Love you so much mam, may God bless you abundantly.🙏🙏",I recommend the doctor,Bangalore
"Dr Sobha what i reckon is a dr who has in depth knowledge in neuro problems. She understands the patients side with lot of patience and having consulted her for my neurology problem i have great relief , which otherwise was troubling me . I will highly recommend Dr Sobha. ",I recommend the doctor,Bangalore
Doctor listens all our health concerns nicely. Explains what is the health issue. Suggests medicines if necessary. Gives moral confidence to the patient. Very happy with treatment.,I recommend the doctor,Bangalore
Doctor was very  friendlyDiagnosed and treatment was helpfulFollowing the advice from the doctor ,I recommend the doctor,Bangalore
** ****** ** * ************* ****** *** hears out patiently to our issues. She explains the issue to our understanding and then proceeds with the treatment.,I recommend the doctor,Bangalore
I was really satisfied with the doctor. so friendliness nature makes patient happy and healthy. Very good service too from the other EEG department also,I recommend the doctor,Bangalore
I took a treatment for brain tuberculoma for almost 2 years from Dr Shoba. It was extremely satisfying treatment and she was very clear to me from 1st day onwards tat how long would be the treatment and what would be the side effects. Very friendly and  we'll experienced doc. I would highly recommend for any neuro problems. ,I recommend the doctor,Bangalore
She did expalin my health condition very well. And her expalnation was straight to point. She do not scare of the patient with unnecessary things. ,I recommend the doctor,Bangalore
Dr was very brilliant and friendly in nature... she explained very well.. she is very tolerant and hearing our prblms very well... *** ********* ** ****** *********** ,I recommend the doctor,Bangalore
Dr. Shobha Madam !  **** **** ********* ** ****** * **** treatment is provided after the patient is aware of the problem. They are very good with the patient. Now we are very happy with our family. Thanks to Dr. Shobha.  *** ** ********* *******,I recommend the doctor,Bangalore
Dr. Shobha was extremely nice and helpful.  She explained everything very well and suggested the best next steps to take,I recommend the doctor,Bangalore
Experience with Dr SHOBHA madam is really good and her friendly talk and treatment is very much satisfactory.overall good experience with the doctor.Thanks to the doctor and thanks to the doctor who recommended her.,I recommend the doctor,Bangalore
The Dr Shobha is very friendly nd xplained the problem nd given medicine priscription to recover nd thanks to the Dr Shobha From:-Jayaram,I recommend the doctor,Bangalore
The doctor was very calm and took the note of the problems that I had and gave a suggestion of what needs to be done further I am really happy with the gesture of the doctor ,I recommend the doctor,Bangalore
Very kind and gentle.shows patience and remarkable professional expertise.Explains patient's condition very clearly to care taker.,I recommend the doctor,Bangalore
Dr communicated very well.  Waiting period was too long. The appointment was scheduled for 5:30 pm but was delayed for more than two hours. It would be nice if this time is restricted to 15-20 minutes which is understandable. ,I recommend the doctor,Bangalore
Explained the Problem really well & Right treatment given.Satisfied with the treatment given by Doctor Shoba.Thanking Practo for Appointment ,I recommend the doctor,Bangalore
"********* ** *** ** * **** ****was satisfied and happy with d treatment, my wife nd daughter r also getting treatment,v r very much thankful....thank you mam...",I recommend the doctor,Bangalore
"Madam was friendly, she listene to patient , communication was very good and explained the problems I am having ,I felt very free to talk to her.",I recommend the doctor,Bangalore
I find Dr. Shobha to be very experienced. She is very tolerant n has a nice way of approach towards the patient. Her method of examining the patient n giving a patient ear to their word n treating the patient according to the age also is very appreciative. On the whole I am very happy to bring my Pappa n Husband for treatment from Dr. Shobha. Thank you.,I recommend the doctor,Bangalore
There is absolutely no good facilities at your waiting place.  No fan or AC.  The floor is very humid always. Secondly your staff can be more  friendly rather than being bit unfriendly. We see all your staff / reception can be friendly. There is very few attendants for wheel chair I can say nobody for this facility. The above points need to be improved. ,I recommend the doctor,Bangalore
All over everything was good n smooth process. Satisfied with the service and medication.            ,I recommend the doctor,Bangalore
"Dr. Shobha has the virtues, required for a neurologist. She listened patiently.She explained all the situations, very precisely.She instills a confidence in me, reviving a great hope, in the process of treatment and recovery.I am grateful to her.",I recommend the doctor,Bangalore
A VERY FRIENDLY DOCTOR WITH EXHAUSTIVE KNOWLEDGE. THANK YOU VERY MUCH BENGALURU NEUROCARE. I WILL RECOMMEND FOR EVRYONE. ,I recommend the doctor,Bangalore
Good experiencs since doctor is well experiencd hence other patients can show there nerve related issues with this doctor.,I recommend the doctor,Bangalore
It's nice doctor **** **** ******** *** she is very friendly one of my sister she give me suggestions to go with that doctor because also took tertment ther is very nice ,I recommend the doctor,Bangalore
Very thoughtful and friendly. Expert. Trained in NIMHANS and has the same very inclusive and professional culture. ,I recommend the doctor,Bangalore
 Bhimaiah 89yrs has responded very well though we have opted for conservative medicine all credit  to the doctor ,I recommend the doctor,Bangalore
Doctor explained the problem and advised patiently my actual problem is back pain since that option was not available selected trouble walking as was not able to walk properly because of back pain I am a regular patient of Dr.Shobha for last 3 years,I recommend the doctor,Bangalore
Nice experience with Dr Sobha  very Helpful Advice Given to me For my Sun PLEASE CHECK MY SUN NAME IN YOUR RECORDS ITS  NAMUN .A. JAIN ,I recommend the doctor,Bangalore
"I was really happy about the experience with madam. It was superb, simple, made convenient with treatment.",I recommend the doctor,Bangalore
I love dis doctor Shobha mam may Allah bless her good health and keep treating patience like D's only,I recommend the doctor,Bangalore
Very fine and feel good with doctor because she is friendly with patients and increase confidence level of patients..... Thanks,I recommend the doctor,Bangalore
"Doctor listen our problem completely and answer all our questions and clear our doubts with smiley face,  I'm fully satisfied with the treatment. ",I recommend the doctor,Bangalore
******** * ************ *** ****** **  *********** ** ********unnecessary doctor will not say to make a test for EEG test or any other tests. kind hearted and friendly service.,I recommend the doctor,Bangalore
Doctor is too friendly with me ...my health problem recovering now.*** *** ** ** **** **** ****** ...Thank u,I recommend the doctor,Bangalore
The way the doctor told about my health problem and advice and filled confidence that my health problem is not major one,I recommend the doctor,Bangalore
I believe the waiting area can be streamlined much more by giving tokens and displaying the same on a monitor. By this crowding at the reception can be avoided.The appointment fixed at 6 30 pm for some unknown reason got advanced to 6 15 pm. Since the time difference was not too much it did not conflict with other plans. Probably Practo should first check with the patient before changing the timings unilaterally. ,I recommend the doctor,Bangalore
The doctor made me feel comfortable. She is soft spoken. It is ten days since I started the treatment. There is a slight improvement* *** * **** *** *** **** ***** ** ** ********,I recommend the doctor,Bangalore
I think she is good doctor but our treatment is not finished yet so we will have to wait more for complete treatment still satisfied ,I recommend the doctor,Bangalore
Friendly nature of doctor gives u confidence to explain ur issues . Practo should update the fee structure. They have increased fee to Rs 650.,I recommend the doctor,Bangalore
Very happy with the hospitality and kind gesture of doctor. Ambience was peaceful and the doctors patience level in understanding our concern is commendable. ,I recommend the doctor,Bangalore
Good friendly smiling face.well explained.and Dr has given us tablet.dr has check the BP . Dr reganesied us.,I recommend the doctor,Bangalore
*** ** *** ** *** **** ** *** *****. Precise treatment helped me recover within 3 weeks. She has also treated my relatives. All are very satisfied.,I recommend the doctor,Bangalore
She is a very competent doctor. We have been consulting with her since my father was admitted about two years ago.,I recommend the doctor,Bangalore
"She listens and that is the most important thing I liked. We normally have some unnecessary fears and express our doubt. With convincing logic, we are told about the problem and then the treatment. I am happy and confident that I will be perfectly alright very soon.",I recommend the doctor,Bangalore
"Appointment time not given properly,even after taking appointment minimum waiting time is more than 11/2 hr",I recommend the doctor,Bangalore
Doctor's patient listening of patient's    problems & her down to earth approachWithout any ego while dealing with elderly patients with neuro problems is appreciated.,I recommend the doctor,Bangalore
"Doctor was very caring and their confidence and knowledge and humility towards patient impressed me a lot, boosted my age, filled enthusiasm to regain my life prosperity, and promote this doctor to any of my friends relatives for their ********* treatment and commitment towards the work and curing the patients, I really thankful to Shobaha madam thanks a lot ",I recommend the doctor,Bangalore
We are feeling very happy for your treatment but feeling little costly. No problem if it is anybody poor people's are came to your lab how?,I recommend the doctor,Bangalore
She's was very polite n listened to all my issues... I'm satisfied! Will recommend to my known ones.. ,I recommend the doctor,Bangalore
Friendly doctor.  Listed to my mother problem patiently.  Explained the reports in detail and medication.,I recommend the doctor,Bangalore
Nice and friendly. Understand the problem and explain cause and possible remedy. Prescribes medicine,I recommend the doctor,Bangalore
"Very  nice and good speech, very soft,  good doctor, good speaking, nice hospital, doc also very nice, thank u shobha  doc😊👌",I recommend the doctor,Bangalore
"The doctor is very satisfactory.  She has got immense patience to listen to what our concerns , fears and worries are. ",I recommend the doctor,Bangalore
" It is good experience as per expectations, doctor tried to understand and relate to genetics as the illness caused for the first brine.",I recommend the doctor,Bangalore
A good doctor!!!who understands our problems and gives Suggestions.  I strongly recommend this doctor. ,I recommend the doctor,Bangalore
First thanks to the doctor for giving good guidance and good treatment. Secondly it is necessary to have disply board for the turn of the patient.,I recommend the doctor,Bangalore
"She is good doctor, and she is explaining the problem is good And trying to understand the problems respond the immedeatly",I recommend the doctor,Bangalore
"Dr.shobha has been very patient listening to my problems, giving suggestions and the medicine has been keeping me out of my symptoms which was affecting my daily activities. She is an awesome doctor.",I recommend the doctor,Bangalore
She is very nice with patients & her interaction is good felt happy after meeting her. ******* ** **** ************,I recommend the doctor,Bangalore
She is a true God sent angel .She is very careing and listens to all ur issues patently. She is approachable and excellent in her work,I recommend the doctor,Bangalore
The way doctor's interaction with the patients is wonderful... She even takes care abt the patient personally ... She's very friendly towards patients... ,I recommend the doctor,Bangalore
Doctor so friendly.. first she will listen all issued which patient facing then she will give suggestions.. but treatment will take more time..  that is some thing I little dissopinted.. ,I recommend the doctor,Bangalore
With doctor experience was really good... But receptionist should be cooperative and shd be honest... She was really very rude,I recommend the doctor,Bangalore
Shona. N is an excellent doctor and very approachable and friendly. She has been treating me for over an year. ,I recommend the doctor,Bangalore
"Very good doctor.she listen to the patient..understand the symptom,explains the problems,and given the best treatment.she isvery  experienced... very friendly...I would recommend her for all neauroligical issues.",I recommend the doctor,Bangalore
Excellent of treatment also the explanation and instruction. Thanks to Doctor shobha madam. If problem same we will meet the doctor. ,I recommend the doctor,Bangalore
"Doctor Shobha was very helpful and patiently listened to my medical issues. I apologize I was out of place in making comments upon medical conditions, whereas I possessed only lower level engineering education",I recommend the doctor,Bangalore
IWENT SO MANY HOSPITALS AND CONSULTED DOCTORS DR SHOBA ONLY TRACEOUT MY PROBLEM IE CHEMICAL IN BALANCE IN MY BRAIN. I AM REALLY THANK FULL TO DR SHOBHA ,I recommend the doctor,Bangalore
Quickly detected the cause for nerves burning after explaining the symptoms. Which I was unable to find. Good  listening to patients disease. Good suggestions given to overcome the stress .  Very friendly listens and probing is very good. ,I recommend the doctor,Bangalore
"Though I had appointment, I reached the centre 20 min early so that I can get to see the doctor on time, however had to wait for 1 hr to see the doctor. With stroke patients who cannot sit for long and urge to urinate frequently made things difficult.",I recommend the doctor,Bangalore
Experienced docto** **** ********** *** has explaines really well. I really appreciate Dr shobha for her advises.,I recommend the doctor,Bangalore
She is very warm and patiently listens to the patient happy with her way of explaining and also diagnosis.,I recommend the doctor,Bangalore
Dr.shobha explanation was good.patient issue regarding head pain .she nicely interacted with patient asked the problem .,I recommend the doctor,Bangalore
More fees.  doctor is good. Treatment has to see how it is possible to use. I hope all will be alright ,I recommend the doctor,Bangalore
"It's been almost a month I have met with the doctor, what ever suggested treatment I am following, it's working, I am feeling better now , very good doctor Shobha , thank for your suggestions, ",I recommend the doctor,Bangalore
"Accurate , professional and expert  diagonising of problem,prescribing opt medicine, kind hearted service,fast service",I recommend the doctor,Bangalore
Meeting with the doctor itself give s  a very confident feeling ...the problem just disappear s..🙏🙏,I recommend the doctor,Bangalore
Dr Shobha is very friendly and she heard all my problems very patiencely and she was not hurry to see the next patient and she didn't prescribed any unnecessary test or medicine. ,I recommend the doctor,Bangalore
Excellent. Good.FriendlyExplains neatly and gives good suggestions Reasonable price for consultation charge.Have patience to listen what patient is saying.  Smiling face. Understanding ,I recommend the doctor,Bangalore
Very friendly listening client problems  and explained about health issues with psychological support ,I recommend the doctor,Bangalore
"Whenever I have asked for any doubt/ clarification (even though the same question asked few times), she used to respond, with smiling face without any temper, and clarify the doubt even if the doubt is medical department related and eventhough she is very busy.The distance between my home and the hospital is 8km, in my experience if any report needs to be shown to the doctor (assume patient is not required to be present), either the patient or attender should physically go to the hospital and show the report, but she is so friendly and asked me to WhatsApp the prescription and report and suggested medication depends on report.  This is really helpful for me to save my leave since I am a private company employee.Truly telling I have seen very few doctors  in my life with this much friendliness.  In that she is in TOP.Thank you for this opportunity given to me to give feedback on her and the God blessings will be there always for the people like her.Still I can say more but I think this is enough.Regards,Kumar.",I recommend the doctor,Bangalore
Doctor is very friendly and advices appropriately with a smile. Never recommends unneccessary tests. ,I recommend the doctor,Bangalore
Doctor is very friendly and is always positive. ********* ** **** ***** helps in recovering after our  due diligence  also.,I recommend the doctor,Bangalore
She is very good doctor listens patients carefully unnecessarily not do any tests  and adviced one month simple medicine waiting for the results to outcome sure results will come once the results the results come definitely I will refer her for my friends if anybody has neurological issues..,I recommend the doctor,Bangalore
"** *** **** ****** wast of time and Money, I suggest to all please don't go this hospital is very bad experience and expensive but not use.... So please go meet onther to good doctors",I do not recommend the doctor,Bangalore
"The Doctor was very friendly and very respectful. I was suffering from vocal nerve  issue and wasn't able to speak at all. We met a lot of other specialists and doctors before   this, however, there was no positive results. The Doctor was quick to diagnose the actual problem and we had a immediate remedy. Now I am able to speak and I'm very thankful. I would be really happy to recommend this doctor to anyone. 100% satisfaction.",I recommend the doctor,Bangalore
I was very satisfied about they are given treatment  & doctor had given good tips to how to keep our health good . ,I recommend the doctor,Bangalore
Just started medication. Yet to know the outcome. Doctor did a thorough examination of problem and explained the possible causes.,I recommend the doctor,Bangalore
She is very friendly Dr...  I have totally disturbed when I met her all my scare went away thank u madam ,I recommend the doctor,Bangalore
The first dood thing is Dr is very calm and listen to your problem. Ferfactly analyse your problem and then act on it. I happy to share my good experienace with dr Shobha. N.,I recommend the doctor,Bangalore
"Extremely good and handles the patients with much care, very much satisfied by her treatment and the advises",I recommend the doctor,Bangalore
"The doctor was an expert in her field and immediately got to the base of the issue. I was told to do some tests which were in the same building and my post test consultation was extremely satisfactory, as now I have a way forward to curing my health issue. ",I recommend the doctor,Bangalore
Very helpfull doctor who helped in speedy recovery. Takes personal care of her patients...I will recommend anyone in problem ,I recommend the doctor,Bangalore
The doctor is good..very well experienced..she is never in a hurry..she takes care of each and every patient.**** ** *** ** *** **** ,I recommend the doctor,Bangalore
Experienced doctor. Excellent choice for stroke treatment and rehab. Would anytime recommend her in case of any emergency or any follow up treatments. Thank you,I recommend the doctor,Bangalore
she had the patience to listen  to my problems and didn't rush to conclusions .  I am feeling better with every passing day .,I recommend the doctor,Bangalore
On time and very good practioner. Would highly recommend. Been going to her for years and has always been pleasant.  ,I recommend the doctor,Bangalore
Doctor is too good she treats patients with her smile.she completely listens the problem and treats.,I recommend the doctor,Bangalore
Doctor is really good at understanding the problem and suggesting accordingly. Looks into previous reports and examine the cause.,I recommend the doctor,Bangalore
"I met the doctor, she was good and we are satisfied with her treatment. I visited for fever treatment. She listened to our problem. I would like to recommend this doctor to my family and friends. Her behaviour was good. When it comes to improvement in the hospital, everything was good and she prescribed medicines which helped a lot. *** *** * **** ****** *** I am satisfied with the doctor and doctor consultation.",I recommend the doctor,Bangalore
"We met the doctor. She is very kind doctor, she listens very carefully actually it was a good consultation for my wife we are satisfied. She was very friendly, doctor prescribed medicines ***** ****** ***** The waiting time was only 5 minutes. ",I recommend the doctor,Bangalore
**** ****** **********. She was very friendly and supportive. Medications and treatment were clearly explained to me. Thanks to her.,I recommend the doctor,Bangalore
Experience was Good. Doctor is reachable. Other staff are also cooperative. But is no ATM at premises. Better to have one.,I recommend the doctor,Bangalore
"The dr listens to the patients problem and make them understand the situation ,she is not in a hurry to attend the next patient ",I recommend the doctor,Bangalore
"I have paid 850rs as consultation fee *** *** ********* ******* **** ***** * *****I have take my mom who is 52 with all the reports of health check up. ** ******* **** **** ******* *** ******* the reports already include thyroid, echo, ecg. but he again asking us to do, I told him the same already there but he told they are related to some other tests which is totally wrong. I didn't even feel like completing the consultationmanipal hospital ** **** ** **** ** **** ** ******** ***** **** ****** ******",I do not recommend the doctor,Bangalore
"She is a very talented doctor. Here's why -1. She listens very patiently to all you have to say, never interrupts, makes you comfortable as you describe the situation2. Her approach of minimalistic medication is amazing. She will never prescribe more than you need. Just to put in perspective she once said ""You had this problem, it is now gone, what we see is the residue, I do not want to treat you unnecessarily""3. Her ability to ""precisely"" identify the issue without any tests is phenomenal. Try going to a large hospital and you will invariably end up doing all kinds of tests! Unless absolutely needed she will not subject you to any tests. **** ******* ***** *** ***** ** * *******4. She now treats my entire family including my parents",I recommend the doctor,Bangalore
"Patiently heard everything, prescribed medicines for the current condition, did not give lot of medicines. Just enough amount.",I recommend the doctor,Bangalore
"I went for urine infection. Doctor asked for urine routine, urine culture and full abdomen scan. I went for urine routine and diagnostic center told that they need first sample for urine culture so couldn't do first day. On getting urine routine report, i shared with doctor and she said their is no problem of infection so do not get urine culture done but do full abdomen scan and suggested some diagnostic lab on sarjapur road.I skipped urine culture and went for full abdomen scan and it was all clear. * ***** ** *** ********** *** **** ******* **** ***** **** ***** ********* **** ***** ********I got the report and went to doctor and she conveniently told that report do not show anything go to some gynecologist. *** **** ***** ***** *** ***** **** **** *** ***** ** ************ ** ***** ******* ** ***** ******* *******When you choose full abdomen scan over urine culture in case of urine infection?Finally i got urine culture done ***** ******** ******************* ** ***************** ** *** *****1. Major suffering for two weeks,2. Spending double of amount for urine culture,3. Three hours for scanning, two rounds for doctors clinic(Considering travelling on outer ring road during weekdays evening), ",I do not recommend the doctor,Bangalore
She never tuned up. This is usual practice at Apollo bellandur- please don’t visit this clinic- very unprofessional. I had to leave after waiting for 30 minutes,I do not recommend the doctor,Bangalore
"I visited the doctor Bindu for my wife urine infection. I would say I have never seen such  senseless type of treatment. 

There is a basic sense that when you are treating infection, you need to have a followup with the patient and have the retest done to see if everything is fine , but she is so much confident on her medicine that everything will be fixed by her medicine and we don't need to revisit.
But the problem persisted and we visited again to her but again she showed us the same reckless behavior. This  time the infection has increased by 5 times , but she follows the same approach.

Useless and waste of time. ",I do not recommend the doctor,Bangalore
She is a very good professional... Has very incisive mind to diagnose the underlying problem... She has the ability to accurately predict the malice and treat accordingly...very talented doctor... ,I recommend the doctor,Bangalore
"I am visiting the doctor since 2003 much before doctor started this clinic. Frankly telling, I always have good experience with right medications. Doctor if our family physician.",I recommend the doctor,Bangalore
"The doctor first checked all my vitals properly and treated me for my ailment with medicines. after I left, I lost my prescription and the doctor was kind enough to write me another one! ",I recommend the doctor,Bangalore
Giving less time to patient. write medicine *** ******* **** **** ** ********* Expectation is to explain more about the problem.,I do not recommend the doctor,Bangalore
"shashidhar doesn't talk, we explained the problem, he nodded, checked temperature, checked bp, wrote some medicines and tick marked 5 ********** blood tests worth 3k and said next.definitely unsatisfied patients, ********** * ******** **** *** *******",I do not recommend the doctor,Bangalore
"Me n my wife went yesterday to consult a blood report to dr Shashidara in Apollo clinic hsr layout. Doctor took hardly 2 min to attend our problem. My wife had fatty liver. He simply suggest vitamin d tables and asked us to consult a hair transplant doctor. Since my wife has hair fall problem **** *** *** *** ******* ** ** **** **** ********** ******* Doctor told us to stop all hair fall medicines without even asking what medicines she is taking. He never asked for her food habits, or to do exercises. He never explained what reasons can be for this fatty liver. ** *** ** * ****** ***** **** * ******* ****** ********* *** ** *** ****** **** ***** ********** Will never recommend anyone to consult him.",I do not recommend the doctor,Bangalore
doctor did not had patience to explain the problem and was getting irritated upon asking questions.not at all friendly with the patient ,I do not recommend the doctor,Bangalore
"Great experience. Haven't been to a more detail oriented person before. Dr. Kavita is so patient, caring and keen to understand to complete history of the patient. Definitely recommend her to anyone looking for a quality general physician ",I recommend the doctor,Bangalore
Took my mother to him and was very satisfied. Very friendly doctor with practical insight and advice. His years of experience shine through. Highly recommend him.,I recommend the doctor,Bangalore
"very good, friendly, proper explanation, boosting the confidence all kinds of moral and physical suppoy",I recommend the doctor,Bangalore
Dr Raghavan is a great diagnostician. He had figured out the issue even before the final tests came out - which basically helped validate his analysis. His meds worked in the first go itself thereby helping fasten the recovery process,I recommend the doctor,Bangalore
"My wife had evening fevers for more than 7 days. Dr Ravi ****** **** ** ********* *** laughed at it saying we should not worry for such small matters. He asked us to wait for 4 days, and if the fever persists, then get two tests done - blood culture (which takes 1 week to get the report) and CBC. Hence after losing a total of ~18 days, the fever was still there, and both tests were negative. Hence, we decided to visit another doctor, *** ***** *** ***** ***** *** ******* ***** ********** ***** ***** ***** ******* ********* *** ******** *** *** ** *** ****** *** *** ** **** ********** *** *** ***** I would never recommend this doctor.",I do not recommend the doctor,Bangalore
"he is a very experienced doctor.i had visited the doctor for my mother as she was suffering from cellulitis,m very satisfied with his explanation of health issue, friendliness and the patience with which he explained.i would recommend this doctor definitely.",I recommend the doctor,Bangalore
He is experienced doc.. by looking at reports he asked first question on whst basis patoent is taking antibiotics and what you are treating..We had no clue for what patient was being given antibiotics,I recommend the doctor,Bangalore
The loud talks by patients and the persons accompanying them in the waiting area may be controlled or reduced.,I recommend the doctor,Bangalore
Very good experience . Doctor was friendly and suggested good solutions to my problem. I would recommend dr to all who need a physician ,I recommend the doctor,Bangalore
Dr.Ravi Raghavan is highly experienced and able to judge the situation and disease better than many others.,I recommend the doctor,Bangalore
"After trying out various doctors (no disrespect to them), i have found the most intelligent, empathetic and friendly doctor. she very carefully listens to the listing of symptoms, looks at the past data (first ever doctor to have done so), goes by text book perfect approach in measuring BP etc. and treats the underlying disease properly. i am seeing her almost for 3 years and is happy to testify that my condition is under control and is responding to her prescribed method of treatment. to summarise, she takes us (me and my wife) into confidence, discusses the line of treatment and takes full responsibility.",I recommend the doctor,Bangalore
Doctor understands the problem of the patient very well. She is very patient with the patient. ***** *** ***** ******** ** *** ***** **** * *** ** *** **** ******* ** ************ ***** Very updated too. And professional in approach .,I recommend the doctor,Bangalore
Very friendly and understanding the patient pain. ********* **** ***** Still we are under treatment. ,I recommend the doctor,Bangalore
"The Doctor is really good,has patience and understands and listens to the problems and symptoms carefully .Although I haven’t consulted her directly but have taken my mom ,sister and grandma on different days and all have had very good results .You might have to wait little if u book in Apollo Seshadripuram but it worth the wait .For any health issue in our family Dr Sheetal Kamat comes first in our head .",I do not recommend the doctor,Bangalore
Doctor is very cool and calm. listen to the problems correctly and tell the reasons also. I am happy the way she treated me. ,I recommend the doctor,Bangalore
Dr Deepa Rawal is one of the few doctors who is very friendly .she listen carefully and explain the course of treatment.she respond promptly on the what's app if any problem comes or any suggestions required during the course of treatment.There is the clarity for her treatment. She even explained why and which test are important for the treatment.I strongly recommend her,I recommend the doctor,Bangalore
Dr. Deepa is very caring and a person who listen to their patients carefully. will suggest you what is right for you . she will not force you non required medicines and tests untill and unless those are really required. I will recommend Dr.Deepa.,I recommend the doctor,Bangalore
Gave me 9 Varieties of medicines for a simple cough and cold. **** ***** ********* *** ****** * *** *** *** ****** ****** ***** ** **** * ********* ******** ***** ******* ********** ********* ** ************* ****** ********* **** ******* *** ******* *** *** *** *** I took Rs 1700 worth medicines + Rs 600 visiting fees for cold and yet I had to go to another doctor. ,I do not recommend the doctor,Bangalore
I would like to say Dr Deepa Rawal won’t explain the issue or the medicines prescribed. She should be able to explain the patient what is the medicine being used and how much dosage being used. She won’t respond on WhatsApp just for the sake giving numbers on prescription does not help patient anyways. She writes so many medicines. I googled and figured out what each medicine is being used for . Also I would like to highlight that Appollo Clinic Electronic City got very bad  administration **** ***** ******** No proper token for patients and patients in that condition being elderly or young patients have to figure out themselves.  * ***** ********* *** **** ******* **** *** *** ***** ****** **** ****** ******* **** ************** **** * * ****** ** **** ***** *** **** ***** *** *********,I do not recommend the doctor,Bangalore
I was diagnosed with dengue. Doctor Rawal is very friendly and prescribed the correct medicine. She also gave confidence that it will be OK as long as I kept the body hydrated. Highly recommend Dr. Rawal. Thanks,I recommend the doctor,Bangalore
"I was in accute pain the timely diagnosis, treatment given and follow up experience was very satisfactory ",I recommend the doctor,Bangalore
"One of my relative suffering from kidney problem due to diabetes. But they were not knowing due to diabetes they were facing the problem. They went to 2to3 kidney centers and taking treatment. But no use. They spend more  amount but no change in health.both husband and wife went in to depression.  Finally I suggested to meet Dr Shankar. After his treatment now they were happy. Health condition also improved. So Dr Shankar ji  brought happiness in their life.Thank you ,Dr Shankar .",I recommend the doctor,Bangalore
The approach to diagnose the complete health condition and accordingly prescribe *** ***** medices so that it works in coherence.,I recommend the doctor,Bangalore
I never got to see the doctor.Hospital registration process is too slow as their system were not working and doctor left before the appointment time.,I do not recommend the doctor,Bangalore
"Being close to his lunch time, the doctor didn't spent enough time listening to the problem and hurried into everything. In general also, the medicine he gave didn't help at all and we had to visit someone else the next week. Turned out to be waste of money because the following week, we had to pay the consultation fee again. Will not recommend visiting him. Note that, this doctor doesn't sit in the designated speciality department but is a general physician who also looks at endocrinology cases.",I do not recommend the doctor,Bangalore
" Dr.Shankar kumar, very experienced and very friendly with patients *** ******** ************ V.thankfull",I recommend the doctor,Bangalore
A caring expert explained the health aspects to my father. A well experienced professional who provides exclusive medical advise. Highly recommended for diabetes related illness. ,I recommend the doctor,Bangalore
"My mother has type1 diabetes , doctor gives good guidance of food & mediation we are happy with the treatment . earlier sugar leave is in the range of 295-355,now it is bring down to 160-220",I recommend the doctor,Bangalore
"Had fever. First went to local doctor in my area - even after 3 days of using his medicine, fever didn’t reduce. Then on our relatives recommendation, went to Dr. Shankar Kumar Of MSD clinic - just after 1 day of his medicine, started feeling better, and after 2-3 days of using his prescription, I was totally fine. Straight forward doctor - and I would recommend him to anyone who wants to visit a good General Physisian ",I recommend the doctor,Bangalore
"This was my worst experience ever with any doctor. I hardly remember him enquiring about the issue and mostly he was stuck to his PC and making non-sense list of medicines I should take.All the hard medicines he gave caused severe ulcer in my oesophagus for 2 weeks and in between when I tried to contact the doctor, he was not at all reachable. And that didn't even affect my issue a bit.I think more than boasting about his fake promises, he should understand the issue first and be more human in treating or in his advice.",I do not recommend the doctor,Bangalore
