reviews,recommendation,location
Prompt and greeting patient with a smile recovers them more than medicine. Listening to to patient problems and sloving  them in a simple  manner  .,I recommend the doctor,Mumbai
"He is very good understanding about my Health issues. I am very free in explaining About my health complains, very understanding.I am one of his very old patient, for me he is Best.",I recommend the doctor,Mumbai
The doctor is very attentive to the patient and has a lot of patience while responding to the questions. He is well versed with his work and gives good advice. *** ** *** ** ********* **********,I recommend the doctor,Mumbai
Doctor Pankaj understand the problem and suffering of patients and diagnos accordingly. He is worth for patients ,I recommend the doctor,Mumbai
"In this vicinity , this Doctor seemed quite reliable ****** **** ********* and understanding of medicines.He is too good to see a crtical patient out of queue and even without appointment.The fee ,he charges is little high for common man to afford i.e . Rs1000 .In this aspect he looks professional.",I recommend the doctor,Mumbai
Very good experience ...dr Pankaj misty is very dedicated *** ************* and patience too ...m satisfied with his treatment as well,I recommend the doctor,Mumbai
Doctor explained the root cause of health suffering & precise remedial measures in effective manner.,I recommend the doctor,Mumbai
Happy with treatment and friendliness of doctor.He has explained the issue and treatment well. Totally satisfied,I recommend the doctor,Mumbai
Visit charges was 1000/- but the doctor took 1200/- which is completely unacceptable. Rest was okay.,I do not recommend the doctor,Mumbai
It's was ultimate satisfaction. He has actually put in action the oath sworn during convocation of his degree as a Doc....,I recommend the doctor,Mumbai
"Good thing: cooperative Negatives: only explained me the issues properly after me prompting him on it. seems to have his mind on something else. also the hospital charged me 200rs extra for registration, that should be mentioned somewhere in practo, so that patient knows how much to spend",I recommend the doctor,Mumbai
Dr. Neeraj is a very experienced doctor. He is very friendly and good in explaining the health issue. His medicines are also very apt and powerful. I highly recommend this doctor.,I recommend the doctor,Mumbai
"We have been visiting quite a few doctors over the last year, but after had issues with them typically because they never spent the desired time reading reports or in listening to you. With Dr. Neeraj, the good part was that he listened us thoroughly, asked on the entire history and prescribed us tests/medications accordingly. I think he is very good at diagnosis and also helps you in beating your concerns psychologically. Thanks Doctor, you have been a great help PS: Another good part is that the last two times he was going out for some work, but when he saw us, he quickly changed his plans and met us before proceeding for the work he was supposed to go for.  ",I recommend the doctor,Mumbai
The Doctor hardly asked any questions apart from what I explained as symptoms .. did not ask about any allergies that I may have while prescribing medicine... I had to point it out myself upon which he changed one of the medicines ... In fact did not give any medicine for my throat infection apart from advising saline gargles ***** * *** **** ***** ****** *** **** * **** ******* *** ****** ** ,I do not recommend the doctor,Mumbai
I went to Dr. Neeraj k Tulara today at 7 30 pm at Hiranandani Powai hospital for getting my ongoing viral treated. The doctor was least interested in listening to the history of the issue. *** **** * **** *** * **** **** ****** ******* *** * ****** ** **** he nicely ignored my concern and started looking at my fiance and started talking to him about my viral. **** **** ** ******** *** ******* *** **** ****** ****** **** ******* *** ********** ** ***** ******* ******* **** ***** *** ******* ************** **** ** **** *** ** ***** **** **** ********* **** **** **** * ***** ***** **** ******0/5 honestly,I do not recommend the doctor,Mumbai
"Visited Dr. Neeraj Tulara as my wife was severely affected by Cough and cold which dodnt allow her to sleep for 2-3 days. As she is expecting, we were bit apprehensive about taking any medicine without doctor's advise. When we visited Dr. Neeraj in Hiranandani Hospital - Powai, there was no waiting time. Doctor listened to our situation and advised some medicine. In two days, my wife experienced relief. ",I recommend the doctor,Mumbai
"My 71 year old mother who suffered from the aforementioned issues was under the care of Dr Neeraj Kumar Tulara between 2nd to 31st August 2018 at LH Hiranandani hospital, Powai, Mumbai. Our family (The Bhattacharyas) would like to thank Dr Tulara for *** ********** professionalism and his ability to exercise sound judgement and provide medical attention and treatment critically evaluating a case such as hers. While she still recuperates from her condition at home, we highly recommend Dr Tulara *** *** ********* ** ******* ******** *** ********** ********* ",I recommend the doctor,Mumbai
"He's a very balanced doctor with an excellent eye to detail, issue identification and the treatment..  I first visited him for TB treatment  for my mother which had gotten out of hand by doctors in Delhi.. he helped us identify the right issue in time  and helped us avoid a fatal problem well in time.  post that have visited him numerous times for other usual issues and got better in one consultation mostly ",I recommend the doctor,Mumbai
"I visited him just before my departure to other country. I was little tensed if the dieases will be cured in time even in the other country, I was going. He gave me a good prescription and answered my queries on chats as well as I was unable to visit him.He is one of the best doctor I have met. I highly recommend any guy to him for consulting.  Thanks Dr. Neeraj.",I recommend the doctor,Mumbai
"superb experience. The doctor has a no-nonsense attitude. He immediately figured out the reason to high fever, headache and shivering of my wife and prescribed reasonable number of medicines. He also asked us to get two tests done just to be sure. We were happy with the overall experience. The location of the clinic is wrongly placed on map so better directly reach L H Hiranandani hospital.",I recommend the doctor,Mumbai
I have visited Dr. Tulara multiple times now and every time I come back to him since his calm approach while listening to my pain points and as well as very simple solutions to my problems make him my go to doctor.I was particularly happy with his explanation of the problem and the non-fuss treatment. ,I recommend the doctor,Mumbai
Explained the issue in a good way but I needed more clarity. otherwise very friendly doctor. Definitely worth the time and money,I recommend the doctor,Mumbai
Good. The diagnosis was fine. *** ********** *** *********. Have just taken one dose and i already feel better. ,I recommend the doctor,Mumbai
The doctor was swift in recognising my migraine problem and explaining to me the various triggers that might be setting the headache off. ,I recommend the doctor,Mumbai
I have recently visited Dr. Neeraj for fever and cold and I must say he is very good in his approach in finding out the root cause of the problems and gave me the apt medicine *** ****** *** ****.,I recommend the doctor,Mumbai
"*** **** * Ultimate Doctor for Understanding Critical & Infectious Disease Cases. Today am breathing just because of Him, & I can't thank him enough for saving my life. ",I recommend the doctor,Mumbai
"Good doctor, very calm and reassuring, good listener. Doesnt recommend un necessary tests etc.  Dont like the strong AC in the waiting area of the hospital though. ",I recommend the doctor,Mumbai
 Good experience with the doctor. Very reassuring and doesn't scare you with unnecessary tests and medicines. ,I recommend the doctor,Mumbai
Quick consultation and medicines. The doctor seemed to be well aware of the issue. Hoping that the recommended treatmeny will cure me. But got good confidence in the doctor,I recommend the doctor,Mumbai
"Visited for a swollen and sore toe. Doctor is a Good listener, heard out the problem and explained the solution to me.",I recommend the doctor,Mumbai
Explains nicely. Understands the condition. Have been consulting since long time.  Always recommend him.,I recommend the doctor,Mumbai
I had visited to check if need additional dosage of Tab doxy. I told about my experience in rain that day and he advised me that I don't need any additional dosage.,I recommend the doctor,Mumbai
He is really good at his job..he diagnosed disease in depth and make sure patient gets relieved with his prescribed dosage.,I recommend the doctor,Mumbai
Busy but good doctor who explained things clearly and gave a fast line of treatment and diagnosis. Appt started a little late because of additional patient registration requirement at hiranandani hospital powai.,I recommend the doctor,Mumbai
Good experience while visiting. Doctor listen and prescribed medicines. Proper advice and guidence. Recommended. ,I recommend the doctor,Mumbai
I had visited him for dengue. He gave me right advice. Treatment of my mom for headache is in process,I recommend the doctor,Mumbai
Very expensive consultation fee. And the hospital registration charges were also high. The doctor Was very curt and I did not feel like going back to him. Gave us only 3-4 min. Seemed to be in hurry. ,I do not recommend the doctor,Mumbai
Great experience. I visited him thrice in a week's time. He was also available on phone when I couldn't visit him at the clinic.,I recommend the doctor,Mumbai
I find the Doctor very friendly and being a Patients I felt very comfortable to tell my problem and Dr. Neeraj is supported a lot..Most important is that he allow patient to speak and tell the problem that is missing with many doctors because I work in IT Company and keep on travelling in many cities.I have visited 1st time Hiranandani Hospital and it was very wondeful experience to get treatment in this Hospital.At last I would like to Thanks Dr. Neeraj to Saving me...Thanks a lot.,I recommend the doctor,Mumbai
The doctor was good. Since I had viral the usual recovery time was required to be fit. The doctor did not suggested me additional useless medicines. He asked me to take liquids which was really helpful to recover.,I do not recommend the doctor,Mumbai
"Best experience so far , my problem got corrected in one consultation only  with minimum medicines which were not at all costly ..thanks ",I recommend the doctor,Mumbai
Amazing experience.would recommend every one.Instead of going for N number of blood test with 01 test he was able to diagnose the issue.Touchwood within his given time frame I recovered also.Visiting him today for blood reports and follow up.,I recommend the doctor,Mumbai
He is not concerned about the side effects which i'm experincing due to HIV medication. He didn't even bother about my cd4 count.  No suggetion was given by him.,I do not recommend the doctor,Mumbai
Very good experience and I am satisfied with the way he approached the case and explained me about my illness in detail!!,I recommend the doctor,Mumbai
Doctor was friendly and polite and my problem got diagnosed on time and I am OK now and thankful to doctor,I recommend the doctor,Mumbai
Quick diagnosis and fast recovery,I recommend the doctor,Mumbai
On time and quick diagnosis ,I recommend the doctor,Mumbai
Good experience and got fully treated ,I recommend the doctor,Mumbai
Very good experience with the doctor,I recommend the doctor,Mumbai
Never come across a doctor like him... Superb experience... Never felt like patient when I was taking treatment from him...thanks a lot doctor ,I recommend the doctor,Mumbai
Best doctor I have ever come across . So friendly and so concerned about his patients... Always available when needed...,I recommend the doctor,Mumbai
"I visited Dr. Akshay for my sister’s treatment when she was suffering from Dengue. Dr. Akshay was extremely helpful, patient and comforting in this troubled situation for us. He explained the issue very well and suggested remedies which could be undertaken in the comfort of one’s home. He emphasised on the importance of diet and liquid intake which helped my sister ultimately recover from her sickness. I also visited Dr. Jeevan Jain (Dr. Akshay’s father) for this purpose and I’m extremely happy with both the doctors especially with their friendly attitude towards their patients.",I recommend the doctor,Mumbai
Dr. Jain doesn’t rush to a conclusion. He understands your problem from the roots and explains it to you well. So you know why you are taking a particular medicine. I would highly recommend him! ,I recommend the doctor,Mumbai
"The doctor was very sweet and lovely and explained everything, including symptoms, causes and treatment, in a manner that made me very assured and confident that my treatment would be very efficient and effective. ",I recommend the doctor,Mumbai
Very nicely and patiently explained everything. Took a detailed history. What a lovely doctor. Would definitely go back to him. ,I recommend the doctor,Mumbai
The doctor was very precise and helpful. I have been recovering well right now and not hesitate to visit the doctor given any health issue in future. ,I recommend the doctor,Mumbai
"This was my 3rd visit to Dr. Jain. I have consulted him in past, once for my mother when she was suffering from viral fever and then for myself. Dr.Jain is very polite and listens to his patients very calmly. He explains the problem very minutely. I am very satisfied with his treatment.  ",I recommend the doctor,Mumbai
Doctor explained the health issue in detail and was thorough in checkup.I had to wait for 45 mins but it's Mumbai traffic,I recommend the doctor,Mumbai
"I had a great experience with Dr. Akshay. He explained the need for each and every medicine, *** *** ********* *** **** **** ********** He is very warm and friendly, and I would definitely visit him again.",I recommend the doctor,Mumbai
Visited doctor twice now and he has been able to accurately diagnose the problem. He always tells all possible problems and the reason for each medicine which gives a lot of comfort. Will recommend it all.,I recommend the doctor,Mumbai
"Extremely cooperative, approachable and dependable Doctor. He listens to concerns carefully and takes care of them very well. Strongly recommended for any cases related to General Medicine.",I recommend the doctor,Mumbai
*** ****** **** ** * **** **** ******* friendly and explains the diagnosis reports in a transparent manner easily understandinable by us patients.Thank you. Would recommend to anyone in and around mumbai.,I recommend the doctor,Mumbai
"Dr. Akshay is an extremely friendly, approachable *** ************* ******. In my experience, his diagnosis has always been on-point and he takes great care at patiently explaining the diagnosis and treatment despite his very busy schedule. Reachable  on call/text beyond clinic hours. Very satisfied with my experience and would highly recommend him.",I recommend the doctor,Mumbai
"I visited Dr. Akshay regarding swollen hand veins after colonoscopy. I am very anxious and worry a lot about anything that happens to me. Dr. Akshay explained everything in detail, he is super calm and helped me to cope with anxiety issues and gave medicines which are required. I am abroad for studies, whenever I feel like talking to him regarding some health issue he is always available on call and messages. I will take this opportunity to thank him.",I recommend the doctor,Mumbai
"Extremely good experience with doctor Akshay Jain. Very professional, confident and effective. Visited for dengue treatment. Helped me recover very quickly and gave my advice throughout the process. Highly recommended! :)",I recommend the doctor,Mumbai
The doctor is on point.helps you ease your problems very fast.really appreciate meeting him.helped me undertsand my problem in a logical way for a normal person to grasp.went out of the way to check other medications suggested by another doctor for better and faster recovery..,I recommend the doctor,Mumbai
"Dr Akshay has been very helpful with my problems. I have been visiting him on a number of occasions and needless to say, he is an amazing doctor who is always approchable and follows-up until the issue is sorted out. I am really happy with his procedures *** ********* ************ ",I recommend the doctor,Mumbai
DR AKSHAY JAIN is too good his is very soft spoken and will make u feel understand every problem he is very friendly with patient.,I recommend the doctor,Mumbai
Doctor is very genuine and he believes in treatment satisfaction and let you know about your health issues and very good from my opinion.,I recommend the doctor,Mumbai
Very nice I recommend the doctor. Overall approach is very positive and proactive. Very friendly and calm cool,I recommend the doctor,Mumbai
He was very friendly. Tried making my mom as comfortable as possible. Was very thorough in his check up. Explained it to us very well. Great experience ,I recommend the doctor,Mumbai
One of the best experiences i have had. Doctor is polite *** ************** Conducted a thorough check up,I recommend the doctor,Mumbai
Didn't have to wait at all. He was very thorough and explained every little aspect in detail. Had a good experience overall.,I recommend the doctor,Mumbai
"A wonderful experience. Dr. Jain explains the diagnosis and treatment of the disease in a very coherent manner so that the patient is comfortable and better prepared in dealing with the problem, which ultimately leads to effective solution. ",I recommend the doctor,Mumbai
"Dr Jain was punctual and handled me with care and patience. He explained my signs and symptoms in detail, aptly responded to my questions and prescribed medicines. I started feeling much better about an hour after I started the medicines he prescribed. His clinic is also well-equipped, and he also carries out blood tests during diagnosis if necessary. Reports were on time, and so was my prognosis.The receptionist is sweet and thoughtful too. PS: The doctor could not keep up his promise to call me but was available to take my calls both the time. ",I recommend the doctor,Mumbai
Dr Akshay is not just good at what he does; he also makes the patient feel comfortable; takes care to explain in minute details about the diagnosis and treatment and is a warm person. Had a great experience and for a newcomer to Mumbai; like me it was very comforting to have his help.,I recommend the doctor,Mumbai
Not only checked my current problem also suggested full body check up ..which is good and must for my age and body conditions.,I recommend the doctor,Mumbai
The doctor knew the problem and identified it accurately. He also told us the dos and donts. He tested the patient adequately and checked all parameters before making an informed decision of what it could be. The entire experience was very professional. ,I recommend the doctor,Mumbai
I have visited Dr Jain twice. He is very professional and patiently explained the problem and reason for giving the medicine in detail. His charges are also reasonable. Will recommend him highly.,I recommend the doctor,Mumbai
Made me comfortable and sounded very assuring. The fact the he explained what the issue was also created a positive impact. Best thing was that he gave printed prescription instead of handwritten one. This way reading and understanding prescription became easy.,I recommend the doctor,Mumbai
Before the visit I was very confused about the nature of my health problem(Exercise induced headache). Doctor Akshay was thorough in check up and explained the problem in detail. Highly recommended for explanation of the issue.,I recommend the doctor,Mumbai
The detailed description what he gave me was the most impressive one. I have not seen others doing so and that for me makes him reliable and trustworthy.,I recommend the doctor,Mumbai
Dr Akshay was very warm and explained my problems with a lot of patience. My appointment was at 930 am and I did not have to wait for even 5 minutes. Everything went like clockwork. I would definitely recommend Dr Ajay for any issue,I recommend the doctor,Mumbai
Dr. Akshay is highly professional. Very impressed with the treatment provided. He is very patient and provides in-depth explanations wherever required.Would recommend him to anyone.,I recommend the doctor,Mumbai
* **** ****** ** ******* ***** *** gives ample time to his patient. And also listen to and explains properly. ,I recommend the doctor,Mumbai
This is my 2nd visit to Dr.Akshay Jain and I am really impressed with the way Dr.Akshay understands the root cause of the problem and gives very specific remedies.  He was proactive in reaching out to me to help me navigating the address to his clinic. * **** ********* ** ** * **** ************* *** very humble and would definitely visit him when in need.,I recommend the doctor,Mumbai
"Dr. Akshay Jain heard about the problem very patiently and then offered in depth consultation.Unlike other doctors who generally check and just prescribe medicines, He explained the health issue in a lay man's language, which made me really comfortable. I am completely satisfied with the treatment and have started recovering. ",I recommend the doctor,Mumbai
It was a smooth experience overall* *** **** ** ********* *** ********* *** *****. Explained the situation quite well. Also quite responsive over phone. ,I recommend the doctor,Mumbai
I am super satisfied with the consultation provided by Dr. Jain. he took time to hear about the background/symptoms and explained the details in a very precise and professional way. Thank you so much!,I recommend the doctor,Mumbai
"he is one of the most patient doctors I have seen in my life , not only listens to the patient history but also educated the patient well on the issues and the root cause of the problems, which is very rare  .would highly recommend to everyone for general medical issues.",I recommend the doctor,Mumbai
He explains the problem and solution really well. Does not give unnecessary medicines. Very trustable and reliable. Would definitely recommend him.,I recommend the doctor,Mumbai
"Got the timely attention I needed and got well in just 2 days. Very friendly and, helpful and efficient :)",I recommend the doctor,Mumbai
A general medical practitioner with a good sense of understanding of issues and taking patient onbaord before prescribing a course of treatment. Responsive to calls and messages as well!,I recommend the doctor,Mumbai
"He is very friendly and is always ready to help. Explains the condition , cause and treatment very clearly which instills confidence in patients.I recommend him ",I recommend the doctor,Mumbai
The only physician in my area who was open on a Sunday. When all other doctors are on leave. Good young doctor. **** ********* *** *********** ******** Excellent patience *** ********** Highly recommended. ,I recommend the doctor,Mumbai
"I didn't have a good experience with doctors especially in hospitals in Mumbai. So when I got sick this time, I decided to go to Dr.Jain and not some hospital. He was so patient, listened to all the symptoms before advising on anything. He recommended only the essential tests and meds, and required only the minimal visits. He also used vitamins for fast recovery during and post my diagnosis, which I have not seen many doctors doing. ",I recommend the doctor,Mumbai
"Dr Akshay is a patient and attentive listener, so I was assured that my problem is completely understood. He also broke things down for me and explained the course of action instead of just prescribing medicines. He completely invested in making me better and following his treatment and advise religiously really got me back on my feet sooner than I expected. I highly recommend his expertise.",I recommend the doctor,Mumbai
Doctor is very much friendly. He listens to the concern of the patient from start to end very patiently & try to understand each & every aspect to get to the root cause of the problem. Gives you ample of time to attend you get you comfortable for sharing the details. ,I recommend the doctor,Mumbai
"Dr. Akshay Jain patiently listened to all my medical complaints. He asked me to explain in detail my condition, medicines that I have already taken.. He diagnosed my problem and examined everything  carefully. He also explained how the medicines that he prescribed reacts with the body and works. Overall I was highly satisfied with his behaviour, knowledge and he even followed up himself with me to ensure my condition was improving.Thanks to him for all his help",I recommend the doctor,Mumbai
"I would like to recommend Mr. Jain to everyone, as he very effectively explained my throat infection. He is really friendly and I am feeling much better after taking his prescribed medication.",I recommend the doctor,Mumbai
I liked the way he explained the problem and what are the remedy measures. He peformed a detailed diagnosis before explaining the problem. * ***** *** ** ** *** **** ****** ** *****,I recommend the doctor,Mumbai
Wait time was minimal. Doctor was quite friendly. Did a thorough examination. Explained the issues comprehensively. Was also easily reachable any time for any queries. Follow up was easy.,I recommend the doctor,Mumbai
Dr. Jain is phenomenal. He put the time to figure out my diagnosis and addressed it immediately. He made sure he explained everything and gave me treatment options accordingly. The best part is he did not recommend meds just for the sake of it. Very helpful and supports 24x7. Highly recommended.,I recommend the doctor,Mumbai
"Dr. akshay J. Jain gives every single deeply detail about... disease and treatment....i m satisfied with his treatment, Because of his jolly nature..u will feel comfortable",I recommend the doctor,Mumbai
Great experience. Have been to many doctors but never got a holistic answer to health problems. Was very happy with my treatment and results. Would 100% recommend.,I recommend the doctor,Mumbai
Dr Jain is very attentive and helpful. I had a very positive experience and would 100% recomend him as a Doctor. ,I recommend the doctor,Mumbai
Dr Akshay is a great doctor and very friendly. Understands the patient's concerns very well.                  ,I recommend the doctor,Mumbai
Dr. Akshay explained the cause of the problem very clearly. I liked the fact he took time to explain why each of the prescribed medicines were needed. He is also easily reachable for advice and follow-up .,I recommend the doctor,Mumbai
"I consulted Dr Akshay for general check up and infact took ""just health Fitness Youth test"" for my health diagnostics. He was very cordial in attending me and also helped me in educating the health parameters and how to take care of then. I would highly recommend him and Thanks to Dr Akshay",I recommend the doctor,Mumbai
"He treated me very well, tried to understand my problem *** **** ** **** ********* He was friendly, and values our time and money. Thanks for your great service.",I recommend the doctor,Mumbai
"I visited Dr. Jain for a severe throat infection and high fever. He was very kind and accommodating. After booking an appointment through practo, he personally called to make sure I'm aware of the clinic location and even sent directions for my benefit. On visiting, he explained the symptoms and the disease in detail which greatly eased my discomfort. He explained the cause and even the medication in great detail and was very helpful with any questions I had. He has been very friendly and welcoming as well as patient with me. He was also available after hours when I had an emergency, which was truly a blessing. He is caring towards his patients and has a remarkable personal touch. It already feels like I have been his patient for years and not merely days. Thank you Dr Akshay Jain for such a wonderful treatment. God Bless.",I recommend the doctor,Mumbai
"Mr. Akshay Jain is a great doctor * ************** patient and transparent. *** ********* ** ********** *** ***** ********** He was also accessible throughout the whole process. Overall, had a very pleasant experience and would highly recommend to everyone! ",I recommend the doctor,Mumbai
Really good at diagnosis and explanation. Is easily approachable and genuinely concerned about the patient. ,I recommend the doctor,Mumbai
He is an excellent doctor and listens to the problem patiently at the same time explains the issue very nicely.,I recommend the doctor,Mumbai
"Patient focused approach, ******** *********  and good outcome. Best part was, he called after three days to check my status and health. ",I recommend the doctor,Mumbai
More than the treatment it is important for a patient to understand the root cause behind the ailment. Dr. Akshay helps one find the same and suggest lifestyle changes along side to not lead to similar symptoms again. Customising the course basis patient's need is taken care of very well. Really recommend for quick and sustainable recovery ,I recommend the doctor,Mumbai
Dr Akshay was very friendly and explained my ailments as well as the treatment and the necessity of the medicines prescribed to me. He was very reassuring too,I recommend the doctor,Mumbai
Hands down!! Doc knows as well he educates you with WHY? AND how can he bring relief to you.You walk out with sense of mental peace and assurance from your consience.,I recommend the doctor,Mumbai
dr akshay jain is very nice while talking to the patients and he understands well the problem first and the provide the best medication.,I recommend the doctor,Mumbai
"Really nice doctor, **** ************* as well as understanding. Open minded as well, extremely sweet and patient as well. Would definitely recommend. ",I recommend the doctor,Mumbai
Doctor is very understanding and listens to every detail of the Patient. He explained everything in detail and gave good time to me.,I recommend the doctor,Mumbai
Dr. Akshay made me feel at ease and patiently heard me out. He thoroughly examined me and explained each step and what it meant - it's not very often that you see a doctor take so much effort to make sure you understand what's happening. It felt like he genuinely cared. The treatment he prescribed worked for me very well.  JutsHealth also took extra pains to make sure I could pay by card instead of cash.  Will definitely recommend Dr. Akshay and Just Health to others.,I recommend the doctor,Mumbai
Had a really good experience. *** ****** *** ************ ************* ***** *** ***** *** took time to explain the diagnosis and ailment. Even took out time to check in later and provide additional assistance which was commendable. ,I recommend the doctor,Mumbai
My help had acute abdominal pain and could not urinate . This happened early on a Saturday morning.I found about Dr jain from practo and immediately took him to the clinic. The doctor was very responsive and immediately caught the problem. He gave a temporary relief solution and suggested tests for strategic treatment which was very effective. Highly recommended.,I recommend the doctor,Mumbai
"Dr. Akshay is the most humble person and a very good listener . As i enter the clinic, the front board says, we don't just cure, we CARE ! And this is exactly what you will l experience when u meet him !! He is easily approachable and very patient to hear all your problems! Highly recommended!! ",I recommend the doctor,Mumbai
"One of the politest and kindest doctors I have met. Initially was taken aback by how young he was, but his knowledge is exhaustive.He explained to me all about my problem, even though it was just a fever, did not order any unnecessary tests, and treated me with the required medicines. Was very impressed with how professional he was. Has a bright future. Will highly recommend. ",I recommend the doctor,Mumbai
She was good in knowledge and consult very easily with patients. I recommend her for good consultation.  ,I recommend the doctor,Mumbai
Fantastic. Amazing service and good personal care. The consultation was quite beneficial. Will definitely suggest this to the rest. Should go for good and speedy recovery. ,I recommend the doctor,Mumbai
It was nice experience with the dr. Dr is explaining each and everything of a treatment very nicely. I would like to recommend to everyone.,I recommend the doctor,Mumbai
Overall very comfortable Approached by all staff and Dr.Bella I must say very friendly and calm team .,I recommend the doctor,Mumbai
Really helpful and a practical approach to explain the pros and cons of the medication. She was very comforting and considerate since most of the people are apprehensive to speak openly about such issues.The doctor encouraged us about our views rather than following societal norms.,I recommend the doctor,Mumbai
Doctor Who is like a friend to us. Felt positive after seeing her. Provides treatment which is suitable for the patient. ,I recommend the doctor,Mumbai
An amazing experience. Dr Bella is a fantastic doctor who put me at immediate ease with her warm loving nature. ,I recommend the doctor,Mumbai
"Ma'am is good for OPD matters. She could have explained about the procedure more. Moreover, she doesn't do inpatient procedures herself.",I do not recommend the doctor,Mumbai
*** **** ****** *** **** ****** * friendly makes one feel comfortable can definately rely on dr bella for treatement . ,I recommend the doctor,Mumbai
Dr. Bella n sir both r sincere n honest they r cooperavite they do they job 100% excellent. my experience was wonderful. Allah bless them always.,I recommend the doctor,Mumbai
Really greatI felt good and relieved after I spoke to Dr. BellaVery understanding and good to talk to,I recommend the doctor,Mumbai
exelent opretion in this hospital for the creditable Mrs bela mam becoz I'm feel for home care facility    thanks !!!!! for all employees and my regular Dr Mrs bela mam😃,I recommend the doctor,Mumbai
"Very friendly doctor, who makes you feel at ease. She takes out time to make you understand the disease that you have. ",I recommend the doctor,Mumbai
Dr Dhurmil is a very patient doctor. He was very prompt in responding to the queries and helped treat me very quickly.*** ********** *** ********* *** **** *********,I recommend the doctor,Mumbai
"*** ****** ** ***** it looks in the issue carefully. Also for any queries if can directly contact him on phone, he provide quick response.",I recommend the doctor,Mumbai
"I've got * **** **** medication on my health problem faced since long time.Dr.Dhrumil has got * **** **** ********* * experience, he traced the root cause of my Asthama very quickly & his medicine has helped me come out of the issue.Would recommend this Doctor.",I recommend the doctor,Mumbai
" Dr Dhrumil is very polite person with highly qualified ********* *** experience, doctor gave us all details and specifications of treatment with nice counselingEffective communication and time Worth to visit Hope to see more such younger and dyanmaic doctors in society *** **** ****** ** ****** *",I recommend the doctor,Mumbai
"******** ********* *** ******** After the initial consultation, he followed up multiple times to understand what our course of action was.",I recommend the doctor,Mumbai
Very good doctor with great experience..!! Great professionalism..!! Blood collection was also on time..!!,I recommend the doctor,Mumbai
"** ** ********** * **** **** ******* *** ********* ** ********* *** so is his effort to make patient understand the real problem, which in turn helps patient to take better care of themselves.",I recommend the doctor,Mumbai
"Dr was very reliable, required test were only conducted, though Dr was young but treated very professionally & treated as Dr having very long experience in the field",I recommend the doctor,Mumbai
"He is a very polite, gave us all the details of the treatment, he is highly trained and professional and he always available ",I recommend the doctor,Mumbai
"Very professional and understanding to all your health needs,Just wanted to say thanks for being friendly and getting me back to be seen very quickly",I recommend the doctor,Mumbai
I have never came across any doctor as friendly and as knowledgeable like Dr Dhrumil. He listens you properly and explains you everything in detail rather than just prescribing any medicines and never asks for unnecessary follow ups. Felt quite comfortable in interacting with the Dr.A perfect family doctor.,I recommend the doctor,Mumbai
*** ******* ** * ***** ******* He explains the issue in a very clear way and gives the treatment accordingly.,I recommend the doctor,Mumbai
Doctor Panchal was kind enough to explain in detail the reason behind my cough and gave me medicines accordingly. ,I recommend the doctor,Mumbai
My visit was good at the clinic. The doctor as well as the staff was very kind and helpful.           ,I recommend the doctor,Mumbai
******** ********** ** *** ******* **** ****** **** ********* visited twice to the clinic and got recovered both the times. Thanks Dr. Dhrumil for your service ,I recommend the doctor,Mumbai
"I want to express my sincere appreciation for effective treatment, quick recovery and constant follow-ups by the doctor. The best part about the doctor is that he's literally available 24*7. I would blindly trust his skills & would highly recommend him for any health concerns.",I recommend the doctor,Mumbai
"Dr. Dhrumil explains in detail about the symptoms, the illness and the medicines he is prescribing, which is very rare. The thing I liked the most apart from the above is that his data bank and software. He has a track record of all the visits you have had with him which includes the reasons for visits and also the meds prescribed by him, so it becomes very easy to understand the patient's medical history.",I recommend the doctor,Mumbai
Very good ********* **** focus of patient well being . Also support consultantation.Ease of access .Keep up the good work for patient  well being and prevention.,I recommend the doctor,Mumbai
Dr. Dhrumil Panchal is well skilled and experience to make sure you get the best possible treatment as soon as possible. ,I recommend the doctor,Mumbai
A very experienced doctor and has a very friendly nature.*** ********* *** ******* ********* ** ****. Doctor is very attentive and he understands a patient's disease with ease.,I recommend the doctor,Mumbai
"Dr. Dhrumil knows his job very well. ********** counselling, guidance perfect.! Thank you so much sir. 🙂",I recommend the doctor,Mumbai
it was wonderful experience to get rhinoplasty done from DrRohit.he made my nose really nice and beautiful. thanks sir....,I recommend the doctor,Mumbai
He is a good doctor* ** *** ** **** **** ********** I am very much satisfied with his diagnosis and all. Great job done. He can improve upon respecting patient's time. Needed to wait for 1 hour to get my turn. He was not there in the room and kept on saying - 5-10 mins more.,I recommend the doctor,Mumbai
"It was good. He listened to my problem very patiently and provided remedy for the same as well.  

I had a good experience with him. ",I recommend the doctor,Mumbai
"The patient was having pneumonia and the consultation was good. He did listen to our problems and the doctor’s behaviour was good. The experience was good, his treatment was also good, the medicines he prescribed were helpful to cure the problem. When we visited him he directly said to get admitted which every person can’t afford and also it won't get medical claim but it was affordable after that mine 10-15 thousand bill didn’t get passed. Need to suggest making doctor availability more in the hospital because the only one-time visit is there for the whole day so they can make it more at least he should come two times a day.  ",I recommend the doctor,Mumbai
